Date,JKS.csv,^SPX.csv,ARWR.csv,PDD.csv,GNRC.csv,JD.csv,IDXX.csv,CUB.csv,CPRT.csv
2020-12-16,61.65,3701.17,77.63,145.47,220.44,81.77,467.58,61.82,120.92
2020-12-15,63.25,3694.62,76.45,142.03,224.4,79.5,464.96,63.49,121.36
2020-12-14,53.7,3647.49,74.91,142.12,218.06,79.96,458.17,62.26,118.29
2020-12-11,53.0,3663.46,74.06,147.65,217.28,82.61,456.23,62.85,116.98
2020-12-10,57.5,3668.1,74.005,154.34,211.27,81.71,454.27,62.67,114.75
2020-12-09,57.86,3672.82,68.9,147.57,209.43,81.82,449.88,62.56,114.08
2020-12-08,62.42,3702.25,68.18,157.49,216.87,82.01,460.69,63.49,115.56
2020-12-07,58.36,3691.96,65.85,146.79,208.91,83.49,459.36,62.78,114.61
2020-12-04,61.4,3699.12,65.29,146.36,205.26,85.19,457.15,62.61,112.09
2020-12-03,61.38,3666.72,63.98,145.16,207.58,86.29,460.07,60.33,115.0
2020-12-02,63.07,3669.01,64.72,144.06,210.74,84.38,462.59,60.23,113.3
2020-12-01,64.6,3662.45,62.64,136.54,213.02,85.36,467.86,59.58,115.25
2020-11-30,69.04,3621.63,62.53,138.81,215.6,85.35,460.98,58.56,115.45
2020-11-27,72.37,3638.35,62.99,144.05,221.4,89.41,454.23,61.05,115.21
2020-11-25,68.51,3629.65,57.02,135.9,216.51,88.23,446.48,60.91,114.76
2020-11-24,67.04,3635.41,60.39,143.94,213.84,89.82,446.83,62.16,113.2
2020-11-23,67.05,3577.59,68.2,141.05,219.63,87.56,459.79,60.83,113.15
2020-11-20,62.71,3557.54,68.8,143.55,222.97,87.74,464.29,60.25,114.47
2020-11-19,59.23,3581.87,68.92,137.66,216.75,86.04,457.19,64.09,113.83
2020-11-18,59.44,3567.79,68.36,132.38,211.94,86.25,444.06,65.03,115.97
2020-11-17,61.7,3609.53,70.79,132.37,210.09,86.97,455.85,65.06,116.19
2020-11-16,62.47,3626.91,69.07,142.03,213.19,85.26,455.37,65.21,116.05
2020-11-13,64.5,3585.15,68.54,151.29,215.97,92.08,453.64,65.85,117.71
2020-11-12,63.44,3537.01,69.23,134.21,219.78,86.38,449.22,64.44,117.33
2020-11-11,67.76,3572.66,69.56,111.46,225.29,82.84,455.06,63.9,117.8
2020-11-10,61.17,3545.53,68.68,103.09,217.95,80.08,441.23,63.93,116.99
2020-11-09,62.49,3550.5,68.1,106.14,220.54,84.86,436.45,59.78,121.33
2020-11-06,65.33,3509.44,66.45,114.53,233.04,92.49,478.1,57.64,123.72
2020-11-05,72.35,3510.45,65.97,113.07,230.73,91.59,467.97,60.07,123.95
2020-11-04,56.33,3443.44,64.34,110.26,223.5,89.31,469.36,60.63,121.34
2020-11-03,64.12,3369.16,59.47,97.72,221.54,82.69,444.1,61.0,116.38
2020-11-02,62.77,3310.24,58.22,91.62,212.57,82.32,431.05,59.84,113.4
2020-10-30,58.3,3269.96,57.3,89.98,210.15,81.52,424.82,59.11,110.36
2020-10-29,61.02,3310.11,58.09,94.12,216.57,83.04,441.8,58.55,111.28
2020-10-28,59.72,3271.03,59.42,89.99,217.11,80.08,422.89,57.8,108.47
2020-10-27,59.46,3390.68,61.69,90.31,207.71,83.01,443.16,59.11,112.1
2020-10-26,64.92,3400.97,59.1,86.92,210.4,81.41,428.96,59.57,111.98
2020-10-23,64.39,3465.39,58.88,86.91,212.04,81.34,429.66,60.8,114.29
2020-10-22,69.37,3453.49,58.56,87.77,209.34,81.31,423.59,60.99,114.09
2020-10-21,68.61,3435.56,56.72,90.23,205.35,82.63,419.73,59.96,114.6
2020-10-20,87.55,3443.12,54.74,89.07,211.87,82.57,420.09,60.76,114.98
2020-10-19,75.63,3426.92,50.08,84.15,210.13,80.61,419.27,59.53,115.26
2020-10-16,69.91,3483.81,49.38,84.02,208.21,81.52,423.75,58.28,117.18
2020-10-15,66.87,3483.34,48.85,82.79,209.79,80.25,422.72,58.4,117.64
2020-10-14,68.03,3488.67,44.46,82.66,203.0,81.1,420.51,58.72,115.8
2020-10-13,62.65,3511.93,46.52,84.65,201.54,82.61,421.42,56.81,116.37
2020-10-12,59.4,3534.22,46.39,84.72,203.99,84.32,419.39,59.05,117.09
2020-10-09,62.84,3477.13,46.05,79.54,205.53,79.79,400.65,60.07,115.21
2020-10-08,54.96,3446.83,48.01,73.41,204.5,78.15,393.51,60.95,114.0
2020-10-07,55.91,3419.45,48.1,74.8,207.04,78.12,386.23,59.94,111.32
2020-10-06,47.77,3360.95,46.405,72.99,207.37,76.69,384.31,58.24,109.68
2020-10-05,48.32,3408.63,47.11,72.07,207.86,76.4,392.37,58.12,109.69
2020-10-02,44.13,3348.44,43.82,71.4,197.75,76.1,383.85,57.25,107.34
2020-10-01,42.74,3380.8,44.76,74.43,196.16,78.57,394.78,57.54,107.22
2020-09-30,39.76,3363.0,43.06,74.15,193.64,77.61,393.11,58.17,105.16
2020-09-29,39.25,3335.47,43.42,73.7,188.14,75.16,385.06,59.39,105.74
2020-09-28,37.77,3351.6,43.68,75.1,190.18,76.1,386.37,60.98,106.16
2020-09-25,35.59,3298.46,44.915,74.33,180.66,74.67,377.83,58.63,104.26
2020-09-24,32.83,3246.59,44.31,75.29,178.07,72.72,365.47,56.22,102.01
2020-09-23,33.46,3236.92,44.64,76.64,175.76,74.59,363.87,56.44,102.32
2020-09-22,27.66,3315.57,43.8,80.04,182.9,75.0,368.32,54.73,105.06
2020-09-21,27.45,3281.06,41.71,79.96,181.23,75.13,364.7,59.56,102.63
2020-09-18,24.5,3319.47,43.1,79.81,182.68,74.5,354.76,44.37,103.66
2020-09-17,23.43,3357.01,45.75,81.02,184.09,74.37,354.2,45.71,102.25
2020-09-16,23.7,3385.49,47.43,82.65,186.52,75.09,362.36,45.39,105.25
2020-09-15,23.35,3401.2,33.8,82.65,187.11,77.0,369.24,44.24,105.08
2020-09-14,22.81,3383.54,34.04,85.28,184.1,76.59,365.56,43.64,103.855
2020-09-11,21.14,3340.97,33.21,84.74,178.41,74.18,364.82,42.67,102.01
2020-09-10,20.48,3339.19,35.2,83.87,180.03,74.53,367.76,42.65,101.95
2020-09-09,20.75,3398.96,36.14,84.65,183.95,77.19,374.16,43.86,103.04
2020-09-08,20.06,3331.84,35.47,81.71,174.8,76.22,364.19,43.79,101.57
2020-09-04,20.11,3426.96,36.04,85.04,178.51,80.0,370.66,45.17,103.49
2020-09-03,20.41,3455.06,37.06,85.76,178.07,79.04,381.28,46.19,102.94
2020-09-02,22.92,3580.84,39.83,90.29,191.48,83.21,406.31,48.04,104.8
2020-09-01,23.16,3526.65,39.0,91.36,193.25,82.49,398.49,48.24,104.02
2020-08-31,22.84,3500.31,42.24,88.94,189.98,78.64,391.06,47.08,103.32
2020-08-28,23.25,3508.01,41.97,89.2,189.02,79.96,383.98,47.84,104.08
2020-08-27,21.62,3484.55,41.84,88.82,186.65,79.3,386.28,47.655,103.08
2020-08-26,21.91,3478.73,42.37,89.25,190.82,80.38,386.02,48.014,102.43
2020-08-25,22.32,3443.62,43.33,87.24,186.37,78.97,383.93,48.523,101.88
2020-08-24,22.22,3431.28,42.86,83.16,188.13,76.18,380.62,47.26600000000001,100.83
2020-08-21,21.52,3397.16,42.49,84.0,186.71,74.98,383.46,45.242,100.69
2020-08-20,21.36,3385.51,43.06,97.13,182.45,73.94,383.33,44.69300000000001,100.39
2020-08-19,22.58,3374.85,44.97,95.94,181.2,72.56,381.5,45.67100000000001,100.51
2020-08-18,22.9,3389.78,44.54,91.59,181.68,70.32,386.65,45.79,101.0
2020-08-17,21.62,3381.99,45.7,89.18,182.2,66.98,384.39,45.172,101.16
2020-08-14,21.35,3372.85,42.01,85.04,175.35,62.06,379.4,46.03,100.01
2020-08-13,22.0,3373.43,42.71,88.85,174.88,62.54,385.25,46.209,100.01
2020-08-12,21.49,3380.35,42.81,90.11,171.3,62.9,384.83,46.119,99.98
2020-08-11,20.41,3333.69,40.58,87.27,164.86,61.18,374.03,46.947,99.94
2020-08-10,21.07,3360.47,40.37,87.53,166.32,61.49,377.19,46.608,98.86
2020-08-07,21.88,3351.28,40.23,88.2,178.6,62.06,381.76,44.713,99.24
2020-08-06,20.95,3349.16,41.02,91.62,172.98,64.91,389.78,45.471,98.82
2020-08-05,21.27,3327.77,43.56,97.46,170.42,65.52,395.71,46.339,97.57
2020-08-04,21.3,3306.51,44.12,94.02,164.57,64.57,390.25,43.567,96.84
2020-08-03,19.95,3294.61,44.38,96.03,162.67,64.53,391.99,43.287,93.29
2020-07-31,19.15,3271.12,43.07,91.8,157.58,63.79,397.75,41.881,93.25
2020-07-30,19.43,3246.22,45.45,84.94,147.84,62.29,374.1,41.881,92.73
2020-07-29,19.51,3258.44,44.3,84.03,139.73,62.59,366.91,42.121,92.72
2020-07-28,19.28,3218.44,45.51,83.77,135.31,61.49,361.65,40.954,89.64
2020-07-27,20.29,3239.41,48.34,83.44,138.35,62.78,366.67,39.927,91.25
2020-07-24,19.1,3215.63,46.21,78.95,135.25,60.88,359.23,41.812,89.52
2020-07-23,20.36,3235.66,46.66,79.05,136.82,60.52,360.84,43.397,90.24
2020-07-22,19.98,3276.02,48.6,80.76,135.54,61.84,365.23,43.666,89.56
2020-07-21,20.33,3257.3,48.75,82.58,136.1,62.61,363.32,43.806,87.93
2020-07-20,22.25,3251.84,51.27,84.83,136.64,63.4,361.0,44.823,87.39
2020-07-17,20.53,3224.73,49.02,82.47,134.81,62.13,349.85,46.18899999999999,87.24
2020-07-16,19.86,3215.57,49.02,83.55,132.54,61.71,339.2,46.25899999999999,86.53
2020-07-15,21.66,3226.56,48.18,85.3,133.95,62.55,340.74,46.219,86.58
2020-07-14,20.9,3197.52,47.34,87.33,131.13,62.13,338.47,45.78,83.55
2020-07-13,20.72,3155.22,46.13,88.28,126.64,62.3,335.14,45.232,81.5
2020-07-10,21.0,3185.04,44.51,87.3,127.37,65.61,338.25,46.05,83.05
2020-07-09,21.94,3152.05,45.15,90.25,126.61,67.36,341.17,45.591,83.38
2020-07-08,22.9,3169.94,45.25,92.31,126.58,65.38,336.12,49.00100000000001,85.2
2020-07-07,21.36,3145.32,44.24,91.0,124.53,61.67,337.3,48.862,85.12
2020-07-06,21.47,3179.72,43.72,87.0,124.89,63.24,339.47,48.901,84.92
2020-07-02,19.14,3130.01,44.2,93.0,122.73,61.39,334.76,47.515,83.86
2020-07-01,18.8,3115.86,44.16,85.45,121.09,60.0,334.54,47.735,84.59
2020-06-30,17.71,3100.29,43.19,85.84,121.93,60.18,330.16,47.894,83.27
2020-06-29,17.9,3053.24,42.6,87.47,118.88,59.58,327.9,47.825,81.94
2020-06-26,16.98,3009.05,43.27,85.16,117.75,59.65,324.86,46.069,79.62
2020-06-25,17.68,3083.76,42.23,86.0,114.82,60.51,327.39,46.777,81.5
2020-06-24,17.41,3050.33,39.76,84.5,113.27,59.84,319.38,44.663,81.31
2020-06-23,16.9,3131.29,41.76,83.64,116.69,59.92,327.69,46.199,84.53
2020-06-22,15.67,3117.86,39.83,81.79,117.02,59.09,325.29,45.92,84.66
2020-06-19,16.04,3097.74,36.73,87.58,113.53,58.64,314.67,45.222,84.41
2020-06-18,15.65,3115.34,36.72,82.42,110.72,60.79,313.02,45.78,86.43
2020-06-17,15.87,3113.49,35.51,82.8,112.49,62.01,316.21,45.681,87.35
2020-06-16,16.28,3124.74,35.75,78.0,114.76,60.98,312.49,46.538,88.29
2020-06-15,16.27,3066.59,33.22,77.67,110.5,59.51,309.22,45.342,86.49
2020-06-12,17.85,3041.31,32.73,73.11,105.44,57.99,302.83,45.182,85.04
2020-06-11,16.96,3002.1,31.58,71.51,106.63,57.24,298.81,42.879,84.6
2020-06-10,18.19,3190.14,35.01,72.8,113.23,60.7,321.89,46.488,89.4
2020-06-09,17.97,3207.18,35.14,69.38,112.97,58.82,303.0,49.769,89.1
2020-06-08,19.13,3232.39,35.74,68.31,113.87,59.17,309.67,51.723,90.24
2020-06-05,18.05,3193.93,34.07,69.7,114.83,59.04,311.71,50.457,91.82
2020-06-04,17.42,3112.35,32.45,66.27,110.53,56.52,310.08,47.466,89.74
2020-06-03,16.86,3122.87,32.01,68.15,112.22,56.73,318.03,46.139,89.97
2020-06-02,15.58,3080.82,32.77,67.3,110.49,55.62,316.48,42.709,88.14
2020-06-01,15.6,3055.73,33.31,65.76,110.57,54.73,312.19,41.44300000000001,89.68
2020-05-29,15.81,3044.31,32.24,66.87,111.27,54.33,308.88,41.094,89.39
2020-05-28,15.22,3029.73,33.09,60.36,117.99,51.02,306.13,41.383,89.12
2020-05-27,15.78,3036.13,33.67,60.32,122.05,52.16,300.92,43.397,88.45
2020-05-26,15.84,2991.77,33.71,64.89,118.0,52.6,290.84,40.635,88.28
2020-05-22,15.05,2955.45,35.69,68.7,114.4,49.9,294.72,37.893,86.25
2020-05-21,15.89,2948.51,35.84,60.0,114.44,52.57,292.66,37.633,86.4
2020-05-20,16.77,2971.61,36.63,60.9,113.01,54.31,295.54,38.321,86.69
2020-05-19,17.1,2922.94,36.49,63.09,110.12,54.26,294.84,35.809,83.93
2020-05-18,15.6,2953.91,38.24,66.46,111.41,55.53,295.93,35.938,83.98
2020-05-15,14.53,2863.7,35.85,61.3,104.7,50.85,294.38,32.598,79.54
2020-05-14,14.75,2852.5,35.6,60.84,100.67,48.96,294.99,32.677,80.32
2020-05-13,14.62,2820.0,34.155,59.83,97.9,47.81,285.99,32.239000000000004,79.71
2020-05-12,15.13,2870.12,35.94,57.83,99.73,47.03,289.15,34.522,82.515
2020-05-11,15.81,2930.32,36.3,54.94,103.85,46.72,299.45,36.965,82.8
2020-05-08,15.82,2929.8,34.14,54.6,103.86,46.78,287.9,37.903,83.79
2020-05-07,15.92,2881.19,35.13,50.05,99.2,44.76,294.26,35.21,81.55
2020-05-06,15.62,2848.42,34.23,49.2,99.5,43.3,283.59,33.884,80.13
2020-05-05,15.03,2868.44,35.4,48.72,99.42,43.12,282.08,36.895,79.62
2020-05-04,15.36,2842.74,34.16,46.37,94.41,42.25,273.76,37.254,78.0
2020-05-01,14.8,2830.71,32.56,45.43,93.29,41.38,270.75,37.813,78.55
2020-04-30,15.82,2912.43,34.43,47.44,97.44,43.1,277.6,38.102,80.11
2020-04-29,16.24,2939.51,36.53,48.86,103.68,44.34,272.74,38.571,83.01
2020-04-28,15.22,2863.39,37.26,48.06,99.16,43.58,264.25,34.771,80.65
2020-04-27,15.68,2878.48,39.47,51.19,98.85,45.58,275.85,35.17,76.07
2020-04-24,15.19,2836.74,38.89,49.57,97.55,45.05,271.8,32.219,73.83
2020-04-23,15.77,2797.8,38.45,49.17,96.97,44.94,268.41,33.804,68.84
2020-04-22,15.47,2799.31,36.94,52.15,96.68,44.99,268.12,33.525,68.08
2020-04-21,14.8,2736.56,36.62,50.94,94.15,43.24,259.23,33.954,66.145
2020-04-20,15.91,2823.16,38.89,50.11,99.37,45.2,267.34,36.686,68.63
2020-04-17,16.57,2874.56,36.55,44.46,99.31,46.15,265.16,40.386,72.1
2020-04-16,16.18,2799.55,34.83,45.12,96.49,47.5,261.12,37.743,69.15
2020-04-15,16.41,2783.36,35.33,43.89,96.81,44.6,257.82,39.877,70.09
2020-04-14,17.08,2846.06,36.77,43.03,102.08,43.86,263.01,41.931,71.14
2020-04-13,16.57,2761.63,34.85,41.42,99.04,42.78,254.39,40.565,70.67
2020-04-09,15.93,2789.82,33.87,41.04,101.34,42.16,258.58,43.87600000000001,74.99
2020-04-08,15.7,2749.98,31.51,39.71,96.35,41.17,254.73,40.884,71.98
2020-04-07,15.23,2659.41,29.39,40.63,89.64,41.99,251.74,40.784,69.9
2020-04-06,14.9,2663.68,28.94,38.49,92.0,41.56,254.43,40.755,65.39
2020-04-03,14.07,2488.65,26.12,36.9,84.66,39.89,234.55,34.911,61.8
2020-04-02,14.18,2526.9,26.91,36.28,86.48,40.08,239.7,38.351,64.41
2020-04-01,13.6,2470.5,26.52,35.9,83.03,40.91,230.66,38.351,64.79
2020-03-31,14.85,2584.59,28.77,36.03,93.17,40.5,242.24,41.19300000000001,68.52
2020-03-30,14.93,2626.65,28.97,35.63,93.53,40.39,241.02,43.76600000000001,71.84
2020-03-27,14.85,2541.47,28.12,35.32,88.96,40.15,231.75,41.662,70.3
2020-03-26,17.29,2630.07,30.59,37.01,96.37,42.01,230.38,42.968,72.56
2020-03-25,16.48,2475.56,29.22,37.26,87.77,41.35,214.23,36.387,71.59
2020-03-24,16.75,2447.33,28.63,36.05,85.71,41.01,204.99,34.253,68.98
2020-03-23,13.92,2237.4,25.58,34.1,79.01,38.61,182.94,32.568000000000005,58.78
2020-03-20,13.32,2304.92,27.79,33.57,84.78,37.66,183.29,34.951,60.15
2020-03-19,13.02,2409.39,26.0,33.8,88.6,37.21,193.18,38.391,69.99
2020-03-18,12.51,2398.1,20.56,31.77,88.53,37.7,205.13,40.485,67.19
2020-03-17,13.55,2529.19,21.97,33.39,94.8,38.35,215.88,42.111,69.53
2020-03-16,12.36,2386.13,21.76,32.19,87.37,35.24,223.83,38.401,66.57
2020-03-13,17.41,2711.02,26.32,33.76,99.51,39.71,254.17,43.158,73.84
2020-03-12,17.81,2480.64,25.01,32.81,94.4,38.26,241.0,41.622,68.85
2020-03-11,19.0,2741.38,28.56,35.06,102.08,41.53,245.58,45.86,75.73
2020-03-10,19.25,2882.23,29.89,37.69,108.06,41.8,255.36,51.035,79.04
2020-03-09,18.35,2746.56,30.0,36.51,101.07,39.91,242.83,47.974,75.91
2020-03-06,22.19,2972.37,33.4,36.76,112.0,42.16,249.89,52.581,80.19
2020-03-05,23.0,3023.94,35.59,36.12,116.51,44.62,255.16,55.51300000000001,83.52
2020-03-04,22.6,3130.12,36.93,36.29,118.08,43.91,263.03,56.48,86.99
2020-03-03,21.9,3003.37,35.15,35.79,111.24,41.46,251.25,55.174,83.76
2020-03-02,22.89,3090.23,35.5,37.51,108.91,43.3,261.99,55.403,86.69
2020-02-28,22.84,2954.22,35.36,35.78,102.99,38.51,254.51,54.286,84.48
2020-02-27,23.59,2978.76,36.0,35.18,105.62,38.4,250.15,57.00899999999999,84.59
2020-02-26,25.42,3116.39,36.06,34.53,110.87,39.92,259.45,57.168,88.36
2020-02-25,25.83,3128.21,34.12,32.8,107.31,38.84,256.71,56.809,88.94
2020-02-24,26.55,3225.89,36.39,33.14,112.78,39.37,269.81,59.674,92.77
2020-02-21,27.21,3337.75,38.49,34.57,116.19,40.42,278.11,62.111,95.25
2020-02-20,28.24,3373.23,39.74,36.32,116.97,41.48,281.45,62.688,97.3
2020-02-19,28.22,3386.15,39.93,37.13,116.26,42.95,290.97,62.668,104.5
2020-02-18,25.66,3370.29,40.55,36.44,111.1,42.32,286.75,63.335,102.42
2020-02-14,25.5,3380.16,41.27,37.12,113.26,41.97,288.78,64.807,103.25
2020-02-13,25.73,3373.94,41.05,37.42,115.75,42.01,285.05,64.887,103.35
2020-02-12,28.64,3379.45,42.41,36.81,113.72,41.64,283.28,64.21,102.49
2020-02-11,25.74,3357.75,41.58,36.0,110.23,40.78,283.38,63.584,102.31
2020-02-10,21.69,3352.09,42.85,34.5,109.3,40.1,279.15,63.63399999999999,102.53
2020-02-07,21.64,3327.71,40.43,34.28,101.35,39.99,278.4,64.51899999999999,102.58
2020-02-06,22.25,3345.78,41.1,36.38,102.92,40.38,280.67,64.628,102.95
2020-02-05,21.54,3334.69,43.72,35.72,104.07,39.94,274.4,66.946,102.16
2020-02-04,20.51,3297.59,43.9,36.51,104.28,40.35,279.12,67.413,102.65
2020-02-03,19.36,3248.92,43.26,35.79,103.74,39.2,275.77,65.47399999999999,100.8
2020-01-31,18.7,3225.52,41.91,35.22,103.59,37.69,271.01,64.947,101.46
2020-01-30,19.44,3283.66,41.52,35.93,107.5,38.49,283.73,67.025,102.35
2020-01-29,19.6,3273.4,44.04,36.74,109.68,39.14,280.8,68.219,100.72
2020-01-28,19.66,3276.24,45.4,36.96,107.09,38.91,278.64,67.77199999999999,100.71
2020-01-27,19.39,3243.63,44.01,36.59,104.98,37.65,277.31,67.264,99.5
2020-01-24,20.39,3295.47,44.61,37.34,106.67,39.55,280.77,65.84100000000001,100.29
2020-01-23,20.72,3325.54,46.21,38.37,102.99,40.77,285.9,67.602,99.9
2020-01-22,21.2,3321.75,47.58,38.86,102.57,40.97,287.62,67.622,99.64
2020-01-21,22.21,3320.79,47.59,39.34,102.41,40.06,284.84,68.348,98.6
2020-01-17,22.83,3329.62,56.42,39.43,103.52,40.35,285.8,69.482,97.12
2020-01-16,22.62,3316.81,57.11,39.51,103.92,39.56,289.92,68.796,97.21
2020-01-15,23.2,3289.29,56.93,38.67,102.29,39.78,288.49,66.389,96.67
2020-01-14,24.35,3283.15,57.5,38.02,102.14,40.29,284.02,67.692,96.34
2020-01-13,23.09,3288.13,56.66,39.35,100.91,40.31,282.29,68.657,96.26
2020-01-10,22.54,3265.35,58.01,38.42,98.73,39.11,281.64,67.145,95.31
2020-01-09,22.78,3274.7,58.94,39.66,99.4,38.9,277.94,68.558,95.29
2020-01-08,22.23,3253.05,59.8,40.5,100.03,38.3,271.68,66.797,94.01
2020-01-07,22.74,3237.18,59.58,41.21,102.9,38.32,266.12,65.583,93.37
2020-01-06,22.49,3246.28,59.435,40.09,101.25,38.0,266.93,65.493,93.49
2020-01-03,22.59,3234.85,61.56,40.89,101.67,37.99,264.77,64.658,92.66
2020-01-02,23.84,3257.85,63.12,41.23,102.01,37.73,265.02,63.812,93.48
2019-12-31,22.49,3230.78,63.43,37.82,100.59,35.23,261.13,63.236,90.94
2019-12-30,22.22,3221.29,64.2,38.15,101.12,35.4,261.6,62.828,90.86
2019-12-27,22.65,3240.02,64.93,39.24,101.71,35.93,263.98,62.549,90.82
2019-12-26,22.91,3239.91,66.99,38.57,101.97,36.24,261.43,63.206,91.02
2019-12-24,22.98,3223.38,64.56,38.04,101.68,36.28,263.26,63.18600000000001,90.91
2019-12-23,22.9,3224.01,63.76,37.89,101.02,36.26,263.98,63.306,89.87
2019-12-20,22.01,3221.22,63.49,37.36,101.8,35.31,261.55,62.549,90.72
2019-12-19,21.84,3205.37,67.68,37.52,101.4,34.78,256.19,62.649,89.4
2019-12-18,21.54,3191.14,66.51,37.72,101.24,34.44,253.09,63.574,89.9
2019-12-17,22.3,3192.52,65.85,38.71,100.81,34.69,257.17,64.081,90.38
2019-12-16,21.8,3191.45,65.38,38.68,101.19,34.64,255.47,64.48899999999999,90.19
2019-12-13,21.69,3168.8,66.46,36.46,99.05,34.0,252.9,64.16,88.62
2019-12-12,21.83,3168.57,67.32,38.09,99.58,33.82,251.88,64.748,88.48
2019-12-11,21.3,3141.63,68.22,37.31,99.54,33.24,250.45,64.608,88.29
2019-12-10,20.28,3132.52,70.86,38.13,100.51,33.26,252.84,63.226000000000006,88.375
2019-12-09,20.42,3135.96,67.77,37.52,99.06,33.25,249.02,64.042,88.2
2019-12-06,20.28,3145.91,67.27,37.52,101.74,32.93,251.37,63.942,88.58
2019-12-05,19.77,3117.43,65.53,36.58,98.76,32.54,251.86,62.927,88.24
2019-12-04,18.99,3112.76,66.46,35.85,98.32,31.56,251.86,62.678,87.05
2019-12-03,18.57,3093.2,68.66,36.17,97.56,32.03,248.66,62.25100000000001,87.28
2019-12-02,18.6,3113.87,63.33,36.04,97.5,32.29,251.3,59.44600000000001,87.96
2019-11-29,18.35,3140.98,73.01,35.95,98.5,32.65,251.58,59.237,89.0
2019-11-27,18.38,3153.63,69.01,35.86,99.04,33.15,250.65,59.684,90.23
2019-11-26,17.35,3140.52,67.7,36.98,98.5,32.86,252.85,59.525,90.8
2019-11-25,16.95,3133.64,56.99,36.52,97.31,32.64,251.87,58.799,89.94
2019-11-22,17.29,3110.29,49.2,33.99,93.69,31.95,257.02,59.784,89.26
2019-11-21,17.46,3103.54,49.06,31.58,93.85,32.17,260.69,57.267,87.85
2019-11-20,17.41,3108.46,48.35,31.4,94.84,31.68,260.5,73.223,84.92
2019-11-19,16.44,3120.18,50.5,40.72,94.77,32.44,264.6,72.367,86.38
2019-11-18,14.87,3122.03,48.17,41.51,94.28,32.8,260.53,73.084,86.0
2019-11-15,14.95,3120.46,47.44,42.76,93.26,33.55,259.78,73.044,85.99
2019-11-14,15.03,3096.63,48.5,41.32,93.53,33.57,257.36,72.337,85.82
2019-11-13,14.81,3094.04,48.51,41.69,92.47,33.37,259.31,71.959,83.6
2019-11-12,16.05,3091.84,45.275,41.57,93.14,33.57,257.51,72.527,82.3
2019-11-11,15.5,3087.01,42.94,41.92,96.14,33.21,252.68,72.029,82.97
2019-11-08,15.14,3093.08,42.1,43.23,93.4,33.23,254.74,72.42699999999998,81.46
2019-11-07,14.83,3085.18,39.6,43.31,92.69,33.28,263.14,72.39699999999998,81.62
2019-11-06,14.61,3076.78,39.22,43.49,92.9,32.87,261.45,73.462,81.86
2019-11-05,14.6,3074.62,39.73,43.53,93.6,32.98,264.15,73.90899999999998,82.25
2019-11-04,14.61,3078.27,39.46,42.53,93.13,33.12,278.66,72.63600000000002,82.14
2019-11-01,14.79,3066.91,41.48,41.49,91.8,31.49,276.87,73.87,82.91
2019-10-31,14.44,3037.56,40.05,40.88,96.58,31.15,285.01,73.352,82.64
2019-10-30,14.28,3046.77,40.03,40.88,92.67,31.69,273.85,74.52600000000002,84.0
2019-10-29,14.65,3036.89,39.9,40.5,91.45,31.78,270.87,72.149,84.68
2019-10-28,14.74,3039.42,39.26,42.58,93.25,31.73,266.42,71.691,83.98
2019-10-25,14.78,3022.55,38.55,40.84,90.71,31.16,268.29,71.771,83.94
2019-10-24,15.26,3010.29,36.87,39.96,90.32,30.72,268.33,70.805,84.63
2019-10-23,14.65,3004.52,39.65,35.5,89.71,30.76,267.93,69.76100000000001,83.04
2019-10-22,14.66,2995.99,38.975,34.37,87.07,30.27,270.84,70.706,83.13
2019-10-21,15.32,3006.72,36.5,34.0,86.55,31.03,278.88,70.318,83.62
2019-10-18,15.33,2986.2,35.95,33.38,87.33,29.93,282.83,69.413,82.32
2019-10-17,15.4,2997.95,36.6,34.2,85.74,30.74,282.13,71.551,81.02
2019-10-16,14.96,2989.69,34.51,33.74,86.01,31.24,279.57,72.188,81.38
2019-10-15,16.01,2995.68,34.345,33.94,84.67,31.0,282.26,68.657,81.74
2019-10-14,16.01,2966.15,32.98,32.84,83.34,29.83,275.68,68.766,81.68
2019-10-11,15.71,2970.27,32.55,32.86,82.49,29.71,276.8,68.438,81.37
2019-10-10,15.79,2938.13,32.0,31.94,86.15,28.58,272.24,67.821,81.055
2019-10-09,15.37,2919.4,31.23,31.78,83.84,28.38,271.91,68.388,80.48
2019-10-08,16.02,2893.06,31.48,31.25,76.83,27.73,267.72,67.891,80.15
2019-10-07,15.65,2938.79,31.83,31.67,77.98,28.85,272.05,68.29899999999999,79.76
2019-10-04,16.02,2952.01,30.6,33.35,78.0,28.99,276.6,68.259,79.99
2019-10-03,15.58,2910.63,29.92,32.95,77.25,28.8,270.03,67.125,79.22
2019-10-02,14.84,2887.61,28.92,32.59,76.36,28.06,268.71,66.807,77.43
2019-10-01,15.26,2940.25,28.14,32.75,76.73,28.19,268.98,67.195,79.53
2019-09-30,15.95,2976.74,28.18,32.22,78.34,28.21,271.93,70.06,80.33
2019-09-27,16.82,2961.79,26.96,31.28,78.86,27.82,272.48,70.865,79.71
2019-09-26,17.97,2977.62,27.27,32.65,80.94,29.58,275.06,70.447,80.91
2019-09-25,19.27,2984.87,28.26,32.25,80.84,29.99,274.8,71.124,81.04
2019-09-24,18.92,2966.6,28.08,30.99,78.69,29.41,272.13,69.25399999999999,81.69
2019-09-23,20.92,2991.78,28.88,33.82,79.7,30.33,275.79,70.398,81.795
